,user,song,play_count,interest,score
16693,222542d2ce54e6949f9346d331dd8a028b044826,SOOWVNN12A8C140775,1,0,1
32506,5fb2630c42e4a08f4f5456306d547a1de3c60100,SOXLJXH12A8C13D903,17,1,1
23184,c4ba936dabbf1a09945bc9073126384778075229,SOHTKMO12AB01843B0,2,1,1
34453,754f985cb55753e84f1933f3280b06e2bb379847,SOVRZIX12AAF3B2A32,31,1,1
12766,52c79ed4030798e03f90cc2f46de9a92b7537c92,SOHZPIK12A58A7CCAE,1,0,1
5002,79a1ba30cec2ee1509f3c2df697916fe901b37e9,SOZVCRW12A67ADA0B7,4,1,1
9383,324de4a258619466993c3bd75f340bc19e82bc62,SOQAJHW12AB0186004,1,0,1
36272,3877e44d4632df125ec8a838aae59eb04d36f9d6,SOZCDWG12A6D4F81E1,12,1,1
5164,e0152edeec1154b620b083fbb095f1f0f4de5e2e,SOTNHIP12AB0183131,28,1,1
10911,486c99dddf3555a2422a4e122b72f2ad0aed194c,SOVMKIC12AF72A05CC,18,1,1
28025,944cdf52364f45b0edd1c972b5a73d3a86b09c6a,SOLOFYI12A8C145F8D,1,0,1
15644,b7b27457acf41d121f029edf004247acad3f4b70,SOOGBWC12A8C140B96,6,1,1
35496,97e2a28f577accc9efa329a9f78f151994f917b4,SOCKSGZ12A58A7CA4B,1,0,1
7277,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOYDTRQ12AF72A3D61,1,0,1
7015,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SOTWNDJ12A8C143984,15,1,1
1441,083a2a59603a605275107c00812a811526c2a0af,SOJYBJZ12AB01801D0,3,1,1
30583,7560076aa3ff4c9a46d917262a87a3d830543469,SOQZYQH12A8AE468E5,3,1,1
21404,690ab317e29d08acb0a11e82eb0f83428cf812f9,SOJGSIO12A8C141DBF,1,0,1
27659,87d631b1176d2a1c12a9663314b7d7946445786b,SOLLDVS12AB0183835,1,0,1
23471,b7032f457c624e23113c39b2f9c444a961c3fdf8,SOVHPUT12A81C22A56,1,0,1
22199,6326095256b355d4b4fa34771b7b524a1c4cc8f8,SOTMKZF12AB0187412,3,1,1
9649,3ec9172d9c2dfaf26efdb6cc24edb468353b7be8,SOOTKWZ12AB0181082,4,1,1
15107,56092216da5aa5238c745459a32f8b0e25828501,SOXCUHM12B0B8092BB,5,1,1
15347,bdfca47d03157d26f1404075172128a6f8a3d39e,SOIROON12A6701E0B8,1,0,1
26715,eead778628d156cb05b8712f6b1493ee4dba3c66,SOFCPOU12A8C13BF40,14,1,1
16740,e6558266b59a42a328ae3faac89701cfedabb558,SOJEVHC12A8C13C3E5,18,1,1
22029,0a66acea5854a05a1514cd259124433b4190534a,SORYLNP12A8C13C3E7,3,1,1
15571,865915b55b4b6d355c04cca32cacf107f581dc1c,SONDCOR12A8C13BA16,1,0,1
9252,5bd7cd97b85c91408ef0134a3f7b15d84e01a24c,SOWEJXA12A6701C574,1,0,1
36320,53456e59daa8f3a8498880dbebf595ae02be9de9,SOXFPND12AB017C9D1,3,1,1
14376,f99a25251dfd3c44b629c3658bf6c0d0a7a3d0ce,SOSJSSU12A6D4F8F41,5,1,1
20851,8f60fbacfa3387330c6114aec91aff41adc3379b,SOONUTJ12A6701D7B4,2,1,1
2449,0b19fe0fad7ca85693846f7dad047c449784647e,SORJICW12A8C13640D,16,1,1
3428,952130c8ae0527458c75471812dbb5c506b46d5d,SOUFWFG12AC9072C7E,1,0,1
15400,bdfca47d03157d26f1404075172128a6f8a3d39e,SOWYYUQ12A6701D68D,2,1,1
18491,c20bccecc9d79ae108226e36cec975cd3c1227f7,SOTRQEJ12AF72A45D7,1,0,1
12893,b1778b357f2e85d96008cd215c89fb15eb27a640,SOGSAYQ12AB018BA14,1,0,1
1654,53f5a96ce4fe0b735815c877e225225e95061b1b,SOIIOUS12A8AE47E20,1,0,1
8843,1f91494ea547a8eb6168ba08735a667667c47e04,SOQJLWB12A6701E7B3,1,0,1
1648,95926d03f275f4a3f04f068c2015e101a93a9292,SOWPRYI12A58A7B51A,1,0,1
24210,0ab9d9f7925520801fffa8b63287d799cfe9a5a4,SOTDKEJ12AB0187AAA,2,1,1
25597,3b93435988354b1889de1e71810d1dd65c4ba17c,SOPTLQL12AB018D56F,18,1,1
6506,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SODJWHY12A8C142CCE,11,1,1
25860,486a5615473bfccae823c0538dd22dffbf986ff4,SOUZBUD12A8C13FD8E,3,1,1
6430,e3d45fa4071c85b044191cabf0284e74c744a037,SOTWWEV12AC9074E6F,1,0,1
30624,b7c24f770be6b802805ac0e2106624a517643c17,SODGJKH12AAA8C9487,3,1,1
21218,d973927bf4dc68e84e595f206f899631e74f5baa,SONYKOW12AB01849C9,27,1,1
4633,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOQTHZW12A8C1400F8,1,0,1
5611,8ad6a386e7b601c0072c337ec6f86d084d1ba556,SOCKSGZ12A58A7CA4B,17,1,1
4592,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOLGPOU12A58A7EA20,3,1,1
36091,00fa0c8162aa95341f4da9defede8aae0675d3cc,SOERYLG12A6701F07F,13,1,1
4504,7b01590cce3cb5c11efb729f55551b9ce252a00d,SOSPXWA12AB0181875,1,0,1
27618,bedad07238f60df86cb77b2d4ef1441c8f0b3a3b,SOTUARP12A8C13CB54,1,0,1
758,67874d1a189c83326c529e554be6f7acf55effae,SOMGVYU12A8C1314FF,8,1,1
35161,6270f977ebf8da9f90e2ff2d23bc570fa012b5ee,SOZVVMJ12A58A7C548,7,1,1
10185,b0a3d755fe4a6549e241676b0a388e9410749c05,SOAUWYT12A81C206F1,14,1,1
33838,aec9f74039a6d861551c5e4e0a799a2ec4196c81,SOWGXOP12A6701E93A,1,0,1
32492,5b68b39d7c8d66935839aa58121abd46605b34cc,SOVWPNQ12A8C132A63,1,0,1
9313,f66c8ecc6e2ac67c92e10cd01be6a6f335e2526e,SOEPZQS12A8C1436C7,4,1,1
29521,1272d32979a6ecd4f8b48cf25c9738c2298e0b4f,SOWSPUS12AC468BEE3,1,0,1
12922,b1778b357f2e85d96008cd215c89fb15eb27a640,SOZXKIA12A6D4F861C,6,1,1
4154,2102cfa15b3702123d179c1559717e1886170139,SONYKOW12AB01849C9,1,0,1
26968,ec65de93b89e3301f3479bdaa0a98c0afbd4ffef,SOUJVIT12A8C1451C1,3,1,1
16891,80f383bf5f6581572f6ccac661727956df49f7df,SOWIYOP12A8C140E73,5,1,1
17098,fcbc6bdcec1f293d1d03bbf3c64f613e59acbfe0,SOOFYTN12A6D4F9B35,8,1,1
27847,ceac6b2713499c25cf217ec915063de66e26a586,SOFEGST12A58A7D682,1,0,1
15877,119b7c88d58d0c6eb051365c103da5caf817bea6,SOLWAHM12AB018EBC8,3,1,1
32497,5b68b39d7c8d66935839aa58121abd46605b34cc,SOYSADG12A8AE47F2C,2,1,1
3404,952130c8ae0527458c75471812dbb5c506b46d5d,SOQJNKS12A6D4FBF52,3,1,1
3057,0a4c3c6999c74af7d8a44e96b44bf64e513c0f8b,SOZYSDT12A8C13BFD7,6,1,1
27451,42ac141a65053a2ba02c5380ccf7975022e307a6,SOFLJQZ12A6D4FADA6,5,1,1
28499,46fe52b28ab1afc6c99a13af8c0c722e534cefbf,SOMRYYN12A6310F0F3,4,1,1
24243,0ab9d9f7925520801fffa8b63287d799cfe9a5a4,SOXWYZP12AF72A42A6,7,1,1
6559,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SONIQRE12AF72A2B02,5,1,1
6914,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SOBONKR12A58A7A7E0,39,1,1
28359,bb0c93f971ee41a7bdfedcd9aad701bfadfca5c8,SOSNMJN12A58A7A649,1,0,1
20890,8f60fbacfa3387330c6114aec91aff41adc3379b,SOWNIWL12AB017B720,1,0,1
5786,2f72cbcbf49aac438f614626d86c5e93efb82206,SOUOPLF12AB017F40F,1,0,1
20115,a2465c96340faf54e15445e66afc480a1760d01c,SOSJDQJ12A8C13D4A9,1,0,1
3869,54d07c4eff369f457c7a5d1c0b9b6c48feb949f4,SONGIPI12A8AE46162,8,1,1
20792,2e259fa6ebcc8b4df0ee93b8a9b94f3dce8b4272,SOPXKYD12A6D4FA876,6,1,1
4069,96f7b4f800cafef33eae71a6bc44f7139f63cd7a,SOTWNDJ12A8C143984,1,0,1
22734,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOYRAHL12A6310D821,5,1,1
364,45f06d9d15adbd8575a63e848b1f1c202afbf308,SODLLYS12A8C13A96B,20,1,1
4398,1fbb0f6de552dec6eff67288fbaf3efeae2a2427,SOKTJXL12A8C13C90B,2,1,1
29064,e58e9da7ba717f1bc6079626d5513530dd8f9b97,SOUUZPU12A6701FB90,2,1,1
34658,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOKEYJQ12A6D4F6132,1,0,1
7804,ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOWCKVR12A8C142411,1,0,1
18046,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SOUFTBI12AB0183F65,4,1,1
9403,324de4a258619466993c3bd75f340bc19e82bc62,SOTVLQY12A58A798C2,1,0,1
5711,4bcc4cfd9acf7e19bbccd398f8503ba79fb66513,SOZDTJE12A6701F2FE,1,0,1
26817,53e82dff22cb46bba4f61688225505c1456b9e77,SOQOSMU12A8C138957,100,1,1
36896,6c6289326f70321f2b3e072daa44819efc55639a,SOTHABI12A58A7DACB,3,1,1
12488,9cdc5894219273434594b3cad7a4fe9b50df76eb,SOSUUQF12A6D4F8B2A,1,0,1
36660,f02ef1e670319151d2d27f4215fb16a973f7de2f,SOXFPND12AB017C9D1,1,0,1
34643,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOGPNGN12A8C143969,6,1,1
18677,39507f8b1baca174ccb5b1c9c08dd46a05442350,SOUSZSW12AB01800C2,19,1,1
17787,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOXPDDQ12A58A76829,1,0,1
8387,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOPXKYD12A6D4FA876,1,0,1
29776,125878fa33947aaf4a8cdb1fb4843298f31a0ae0,SOLJWIQ12A6D4FA875,13,1,1
1127,abaf265b7dc7d19732cde4e55e04a1ae65514e03,SOBONKR12A58A7A7E0,23,1,1
13904,99ac3d883681e21ea68071019dba828ce76fe94d,SOFGJCW12AF72A812D,1,0,1
29264,3bcd2749896db47dec4ea21cbca3494e3c5560c1,SOQKNEO12A58A78EE7,4,1,1
24329,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOGTQNI12AB0184A5C,4,1,1
24470,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOYGKNI12AB0187E6E,1,0,1
25794,1a3da397d1e12c93dfcc4dba418432bee5be3dfe,SOZOIUU12A67ADFA39,1,0,1
31045,e6b18cffa2afad9245b7d9eb08390efeebef1f3b,SOZVUCT12A8C1424BE,1,0,1
28699,c1255748c06ee3f6440c51c439446886c7807095,SOWGXOP12A6701E93A,1,0,1
26810,53e82dff22cb46bba4f61688225505c1456b9e77,SOIMCDE12A6D4F8383,19,1,1
16989,e740128a5500e4935a4ded8c736599f1e14b8406,SORGVYS12A8AE48882,7,1,1
36414,f629b337d01f254e0d685ccc66ec2fd5ddba78d9,SOOWVNN12A8C140775,4,1,1
15405,bdfca47d03157d26f1404075172128a6f8a3d39e,SOXNYUA12AB017B49B,5,1,1
4311,e5b1a35349132afe4f96dd6b39cdc4d94031eb1b,SOUOPLF12AB017F40F,1,0,1
1792,7e89a43dc229de4259b5a36053de255a6247a773,SOLLDVS12AB0183835,4,1,1
18746,b4cfdefb94d1df6714c9962923edb73470e6fa7b,SOYAIPB12A8C143D84,9,1,1
5315,814dda72451239575dc8675ad72e0b612a3bba5e,SOTFIPT12A6701F2FA,4,1,1
3649,25f83a09541073b1bde62e6e513cb938d3b148de,SOIPYPB12A8C1360D4,29,1,1
6832,9c6ebf1d5ba38bcb577149b22e19448f655f6252,SOLWHSJ12A67AE227B,42,1,1
9569,73db3f91323a8989a83b886d56dae7c4b5e9f924,SOLJWIQ12A6D4FA875,1,0,1
17731,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOUOEMP12A8C13866E,4,1,1
21992,f6d78516f331c684ee611e07effcb796e94ae456,SOVPBLT12A6D4F5113,3,1,1
10030,20ad98ab543da9ec41c6ac3b6354c5ab3ca6bc5e,SOQQGBB12A6D4FCE33,17,1,1
5137,f6ae5e682750e815c1709ca99138d03b039839d6,SOZGDUH12AF72A6DB2,36,1,1
28174,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOSJDQJ12A8C13D4A9,2,1,1
7113,c9ccbdf63666eb4b570bb9103f371346e2c3b378,SOQGJZA12A8C1367AE,16,1,1
30249,7e80a4beb851feae1f2c16a2779f0e9ff424647a,SOOCKPO12A67021D10,26,1,1
23831,d2423c01882062ac950909b0ffe96b30e54ab063,SOCVTLJ12A6310F0FD,17,1,1
18883,b493eda768d25cfb48dec2567b0826cdb9f6eef4,SOPSOHT12A67AE0235,55,1,1
35570,2744a71984cdf296fb94de2b9d5aa0f065ffb1ab,SOJTLHS12A8C13F633,3,1,1
21251,d973927bf4dc68e84e595f206f899631e74f5baa,SOWGXOP12A6701E93A,9,1,1
1042,30cc99a1b03a19cc162b286c76047e58371ffb3d,SOXZCIH12A8C1425F0,1,0,1
18370,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOZARJQ12A6D4F66CE,2,1,1
25825,4403518f697ae745538e83317ed66b0f5b09a356,SOLXXZI12A8AE4733A,1,0,1
16181,50eed1070306bacbc9e689e157d70dcf1de73154,SOUTGUB12AB017DC5B,3,1,1
21177,d973927bf4dc68e84e595f206f899631e74f5baa,SOEBOWM12AB017F279,2,1,1
37226,73a9b86c602d2ab5eb151b77f58bb6e7315dd7b2,SOWVBDQ12A8C13503D,3,1,1
7894,26d74cbc4f61ec6078ebcb70d029304cc7b8bc98,SONYKOW12AB01849C9,3,1,1
34758,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOWPASM12A8C142B88,2,1,1
20732,99f86869c18bbd4a181e7d61c413d420323a5bf0,SOOLPFK12A58A7BDE3,3,1,1
34780,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOYIZSN12A6701E0BB,4,1,1
34234,bd82eefb8f1ddc894b48ee2baca28c89ff70710d,SOGTQNI12AB0184A5C,11,1,1
31593,fe67eae6791418a5a85125145609f518f01efe48,SOJEVHC12A8C13C3E5,1,0,1
11185,8f8a2009d4376f3a3a47cc955b3cf89a6e1525c6,SOUFPNI12A8C142D19,2,1,1
30596,7560076aa3ff4c9a46d917262a87a3d830543469,SOUFNSM12A58A77715,1,0,1
36030,4d98756ff69be79de228c15432245766d4bf0316,SOCVTLJ12A6310F0FD,4,1,1
18837,1a3cebe4f11f71abf431387fb5854423052e93db,SOLZEED12A6D4FA8C9,5,1,1
2499,0b19fe0fad7ca85693846f7dad047c449784647e,SOVIZNF12AF72A710A,16,1,1
5391,82b152c09a94dd4f7d4566080a00be441e3efbd9,SONTQUO12A6D4F7D8B,6,1,1
32118,a18aa09c5b8a1c03d03cdf6d8eb11c2bf5b907cd,SOTJDDY12AB017DC5B,4,1,1
1702,53f5a96ce4fe0b735815c877e225225e95061b1b,SOXKFRI12A8C137A5F,2,1,1
34251,bd82eefb8f1ddc894b48ee2baca28c89ff70710d,SORWLJM12A6D4F9C0C,2,1,1
23800,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOWEJXA12A6701C574,2,1,1
29925,7a5c1696deb4b6acc6abf6252b996992dd33a2a0,SOQNOAF12A8151AB86,1,0,1
23475,b7032f457c624e23113c39b2f9c444a961c3fdf8,SOVXBOT12A8C136816,2,1,1
4382,1fbb0f6de552dec6eff67288fbaf3efeae2a2427,SODCNJX12A6D4F93CB,2,1,1
7618,8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOPPROJ12AB0184E18,28,1,1
9484,113255a012b2affeab62607563d03fbdf31b08e7,SOSVEAD12A8AE46FFA,27,1,1
8443,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOVWADY12AB0189C63,5,1,1
33198,a4a068221b97aad518af038628daf1180e30113a,SOYLDJC12A6701E2FF,3,1,1
19416,2eb0876f28b485ed457921f6514079bf6be1e0cf,SORGVYS12A8AE48882,3,1,1
35182,9bf0c40652e96b5178b552d2b296ec69b75a0b26,SOQGSUC12A8C13B66D,13,1,1
2017,82cd7de99ecda208dcd18346892859f35daf0520,SOUYMPF12A58A7C78A,2,1,1
16234,934438129c278fe6bb3de6a3275dba13891674ab,SONQCXC12A6D4F6A37,6,1,1
6996,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SORBBFV12AB017D710,4,1,1
203,13ce57b3a25ef63fa614335fd838e8024c42ec17,SOUCPBK12A58A7881A,2,1,1
12347,0bddd6707477153b58e187ff937caf70ca1d5f62,SOKUPAO12AB018D576,2,1,1
10597,353e70f6690406aad7e51706bfd9df6aaab7ec55,SONNSYV12A8C146BEC,2,1,1
12481,6d03375e6ac509d21fa58684f6d34fdd924cc13c,SOXAQJS12AB018CBF7,55,1,1
31439,93743199681d206189b5288a3cb421970e4cd872,SOYIEGB12A6D4F8C07,4,1,1
22633,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOOWPBJ12A8C137FB4,6,1,1
24702,ec6dfcf19485cb011e0b22637075037aae34cf26,SOXEZLY12A8C137AB0,1,0,1
29904,7a5c1696deb4b6acc6abf6252b996992dd33a2a0,SOFKABN12A8AE476C6,15,1,1
6100,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOWQXHG12AB0189D1A,2,1,1
23151,b5cd4cc3732cb06c6cd381e950b9378b0e9c55db,SOSFSWB12AB018C99A,56,1,1
20070,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOWCKVR12A8C142411,8,1,1
25302,ad83013cbd32a74b6248a9304104edc14a2454c4,SOZBZSY12A6D4FA404,1,0,1
11605,db6a78c78c9239aba33861dae7611a6893fb27d5,SOUXNNU12A67020A48,1,0,1
2645,fe2d77de7e57f3b3eedcf473545110b13ca03426,SOVIZNF12AF72A710A,10,1,1
35281,3fa44653315697f42410a30cb766a4eb102080bb,SOZBZSY12A6D4FA404,77,1,1
11310,9560966fa5a7d4785a96b542a4b8a4ce1de4258e,SOTEFFR12A8C144765,1,0,1
8835,1f91494ea547a8eb6168ba08735a667667c47e04,SOONUTJ12A6701D7B4,2,1,1
28509,46fe52b28ab1afc6c99a13af8c0c722e534cefbf,SOSXLTC12AF72A7F54,4,1,1
12918,b1778b357f2e85d96008cd215c89fb15eb27a640,SOZBZSY12A6D4FA404,5,1,1
4086,96f7b4f800cafef33eae71a6bc44f7139f63cd7a,SOVFNKP12A81C2177F,1,0,1
22407,a2758cfd225f99b0494d98b3e7c65920345f95c8,SOPQLBY12A6310E992,1,0,1
9289,433f907cfd7e5febc71200438c107ee3989d6fac,SOTEFFR12A8C144765,1,0,1
7425,39797b8781fee9c03a218afddda0a4759dabc937,SOUEGBF12AB017EFD5,1,0,1
13425,e0892dd1ac13bb10434b026372e7a0d2fae62444,SOLTSGU12A8C13BFE5,3,1,1
18605,dc61155e20289dcd089ac40181cb88f042404602,SOTSHYT12A8C142868,1,0,1
32023,c2dbf6f4c32dc36af4d6fadb16cd8b79c64a6aa8,SOSJRJP12A6D4F826F,2,1,1
2425,0b19fe0fad7ca85693846f7dad047c449784647e,SOPGCOH12A8C139789,8,1,1
23752,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOQIQZU12A6D4FB8B5,1,0,1
24429,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOUKXIN12A8C133C7F,3,1,1
9348,bd278ae17d500d28e5601ae0a6a86c02cae2ea19,SOYAIPB12A8C143D84,29,1,1
18301,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOUFTBI12AB0183F65,33,1,1
36574,f02ef1e670319151d2d27f4215fb16a973f7de2f,SOGSAYQ12AB018BA14,1,0,1
16813,80f383bf5f6581572f6ccac661727956df49f7df,SOFCPOU12A8C13BF40,2,1,1
31710,90d2fcb1dbe47dc1e9442587e259811a0437a13f,SOPLUOT12A6D4F7AC3,2,1,1
21524,35fcd4682de9c5da1291058a22910aca0bb6f106,SOSVEAD12A8AE46FFA,5,1,1
13554,786a152a46afcd722fa2c8aa4c11b6858dcf57fc,SOAUWYT12A81C206F1,5,1,1
9259,5bd7cd97b85c91408ef0134a3f7b15d84e01a24c,SOXEZLY12A8C137AB0,1,0,1
273,6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPGCOH12A8C139789,1,0,1
14848,dd0a2cc711c7ae2deb57c0089ded533db473d5b1,SOXLDLO12AB0186373,3,1,1
30813,b7c24f770be6b802805ac0e2106624a517643c17,SOUSAXA12AF72A73F5,5,1,1
26307,860fb8adde6bc5718f49cc995a8655be11c6536c,SOLOZRE12A8C133256,4,1,1
37398,d964fc033291078031d117ed10adfb615948256d,SOUWEJS12AB01868A4,1,0,1
13841,7292940e88718a59e8310c6f53363fd5a76e7651,SOHJOLH12A6310DFE5,9,1,1
24810,2be94fe8976330172517c748780600f38ff55c2c,SOSXLTC12AF72A7F54,39,1,1
33850,a05e548059abb1f77cad6cb9c3c0c48e0616f551,SOHTKMO12AB01843B0,1,0,1
23394,b7032f457c624e23113c39b2f9c444a961c3fdf8,SOHZPIK12A58A7CCAE,1,0,1
6725,1a6916b63039c3c56c62de345c284c11a075eb96,SOKKKZW12A6D4F7F88,1,0,1
17741,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOVDYZE12A58A7AA62,1,0,1
10372,d331a8bf7d0ca9cb37e375496e6075603f6fb44a,SOODHLO12AF72A1980,24,1,1
2496,0b19fe0fad7ca85693846f7dad047c449784647e,SOUVTSM12AC468F6A7,3,1,1
17235,6e0a8e9103ad7d68e63d350fbff3386c75613ab2,SOPEOGA12AB017B694,1,0,1
12694,00d7dede8a10a03ea0b2d4a08449a9776d414923,SOSACAB12AB01876E4,8,1,1
22962,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOHFJAQ12AB017E4AF,20,1,1
11660,db6a78c78c9239aba33861dae7611a6893fb27d5,SOZARJQ12A6D4F66CE,23,1,1
1837,d13609d62db6df876d3cc388225478618bb7b912,SOMNGMO12A6702187E,9,1,1
13556,786a152a46afcd722fa2c8aa4c11b6858dcf57fc,SOEGIYH12A6D4FC0E3,5,1,1
24735,2be94fe8976330172517c748780600f38ff55c2c,SOHEMBB12A6701E907,1,0,1
12079,e1fb00119a9c156392a481c3cab6c732c9027cbe,SONQCXC12A6D4F6A37,1,0,1
6857,9c6ebf1d5ba38bcb577149b22e19448f655f6252,SOUJVIT12A8C1451C1,1,0,1
9016,5339907639d69d89e0447aad8e0277d5e455dc76,SOKLRPJ12A8C13C3FE,5,1,1
35912,8ec7fd0c1acf1dbe44720e5eab44dbe524eb6caf,SOZVVRE12A8C143150,18,1,1
14497,281deab3afccc906251ef67a8eda2b9f9baec459,SOSVQNK12AC468D6BE,11,1,1
13999,42060428606a89dafa75e9311b8e77859766fcb0,SOKYHYL12A8C13D79D,1,0,1
23768,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOSXLTC12AF72A7F54,1,0,1
32598,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOHZPIK12A58A7CCAE,8,1,1
27261,94381c9d81f0c76563707de2ce2b2ace5a5be398,SOXBCZH12A67ADAD77,38,1,1
18056,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SOVOOSP12A6310F1AC,1,0,1
9096,e04a9e4861256079476c25d655d97c1c5603b3cd,SOLTSGU12A8C13BFE5,1,0,1
5209,edbeebbe98aeceb8d38b1de33ac1b1e201041284,SOXLKNJ12A58A7E09A,1,0,1
14156,3e6dd161e97e7bd0e20986e7f5e391e5d24e0a62,SOQLFRX12A6D4F9200,1,0,1
16968,e3e8103d0751e29693f9b03a58efa5c21acf2115,SOUVDUK12A8AE489A3,7,1,1
9807,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOUFWEW12AB0180EB7,7,1,1
7122,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOERYLG12A6701F07F,1,0,1
5893,3a6553c25f5dce3dbbbedc429496d40bf913e354,SOTEKMT12A67AD954E,1,0,1
18521,bbb4be7912be85f7d1761e4ac80898e67d6488ee,SOFGJCW12AF72A812D,1,0,1
16194,934438129c278fe6bb3de6a3275dba13891674ab,SOAXGDH12A8C13F8A1,15,1,1
8938,33e54fd5947474ddce07fb284ac469d9664e7a73,SOIZFTE12AB0186842,1,0,1
5768,2f72cbcbf49aac438f614626d86c5e93efb82206,SORGVYS12A8AE48882,1,0,1
14144,3e6dd161e97e7bd0e20986e7f5e391e5d24e0a62,SOLCKAS12A8C14242A,3,1,1
14531,281deab3afccc906251ef67a8eda2b9f9baec459,SOZVUCT12A8C1424BE,43,1,1
7429,39797b8781fee9c03a218afddda0a4759dabc937,SOVLJHG12A81C21AA0,1,0,1
15598,865915b55b4b6d355c04cca32cacf107f581dc1c,SOVDLZN12AB0185BEA,1,0,1
18500,c20bccecc9d79ae108226e36cec975cd3c1227f7,SOVYTXK12AB01800F5,3,1,1
27260,94381c9d81f0c76563707de2ce2b2ace5a5be398,SOWSXLZ12AB017BD9A,3,1,1
35063,954469357b2434a20c76e940eca93185141b7f9b,SORGVYS12A8AE48882,3,1,1
30913,4f9827b79319210f9e35259bce0587cf04f74a03,SODJWHY12A8C142CCE,2,1,1
1721,d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOMNXML12A6D4F8386,1,0,1
35804,d375c4189987e1029e61b35aff6d34d568e6705c,SOVWADY12AB0189C63,3,1,1
28319,bb0c93f971ee41a7bdfedcd9aad701bfadfca5c8,SOKUPAO12AB018D576,19,1,1
16540,062eef2a03b53d2b10f5018135e3361659c6a3bf,SOWSPUS12AC468BEE3,1,0,1
26010,3325fe1d8da7b13dd42004ede8011ce3d7cd205d,SOQJNKS12A6D4FBF52,44,1,1
2619,fe2d77de7e57f3b3eedcf473545110b13ca03426,SOPZVSB12A8C13E2EF,2,1,1
17309,6e0a8e9103ad7d68e63d350fbff3386c75613ab2,SOYKNUX12A58A7B1C6,1,0,1
11792,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOWKQYL12AB0183B15,1,0,1
28535,c1255748c06ee3f6440c51c439446886c7807095,SOFCPOU12A8C13BF40,15,1,1
14909,21aaf8482f3a05f757e321f7fc981ffdf52c950b,SOXNZOW12AB017F756,7,1,1
3163,87024dfca766888f3eb47b2f1b71e2eff60ddb86,SOFRQTD12A81C233C0,1,0,1
8055,597464c554c28f95c08553bc7336dfaae2b3abba,SOUIYDY12A8C141517,4,1,1
28920,c1208e7619f17c78d5286f95ca9928408e58f4ed,SOWKQYL12AB0183B15,16,1,1
24639,7bcddb67f19237b576a04ffba65bbb5436085f36,SOTORXA12A58A79338,2,1,1
18003,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SOOTKWZ12AB0181082,1,0,1
19941,ac4f4bf7db2d60ee8fdb4c382d7cf82ee58a14d4,SOVRTPN12AB0184F9E,83,1,1
2891,da3890400751de76f0f05ef0e93aa1cd898e7dbc,SOHTKMO12AB01843B0,1,0,1
25531,1ff6d6bf0ec7ad1c288a48d6e06fd5ad708877d9,SOSCIZP12AB0181D2F,6,1,1
18421,7aea7fc1f48e8f32b403113baec0c0a8c6086ce4,SOMDVSL12A6D4F7230,7,1,1
22485,b33890c07bdc7497718af93cd00077e644440b49,SOOXLIG12AB0185803,1,0,1
